51,"DAN-TEC CO., LTD.",\,"1,000,000",0,0,0,"1,000,000"
52,CKS,\,"1,000,000",0,0,0,"1,000,000"
53,"Duarcanum, Inc.",\,"1,000,000",0,0,0,"1,000,000"
54,"Kirara Digital Co., Ltd.",\,"1,000,000",0,0,0,"1,000,000"
55,"Nittsu Information Systems Co., Ltd.",\,"1,000,000",0,0,0,"1,000,000"
56,"Nihon Soft Technology Co., Ltd.",\,"1,000,000",0,0,0,"1,000,000"
57,"TOKAI-SOFT Co., Ltd.",\,"1,000,000",0,0,0,"1,000,000"
58,Fixstars Corporation,\,"1,000,000",0,0,0,"1,000,000"
59,Keyware Solutions Inc.,\,"1,000,000",0,0,0,"1,000,000"
60,exscion Inc.,\,"1,000,000",0,0,0,"1,000,000"
61,Tokyo Healthcare University,\,"1,000,000",0,0,0,"1,000,000"
62,MVB,\,"1,000,000",0,0,0,"1,000,000"
63,"TKU CO., LTD.",\,"1,000,000",0,0,0,"1,000,000"
64,"Peak Consulting Group Co., Ltd.",\,"1,000,000",0,0,0,"1,000,000"
65,"Technical Software Consultant, INC.",\,"1,000,000",0,0,0,"1,000,000"
66,DENSEISHA,\,"1,000,000",0,0,0,"1,000,000"
67,Avancer,\,"1,000,000",0,0,0,"1,000,000"
68,Okinawa Information System,\,"1,000,000",0,0,0,"1,000,000"
69,"Bits Co., Ltd.",\,"1,000,000",0,0,0,"1,000,000"
70,Harbor Software Co.,\,"1,000,000",0,0,0,"1,000,000"
71,NewLib. Co.,\,"1,000,000",0,0,0,"1,000,000"
72,Shimizu Syntec Corporation,\,"1,000,000",0,0,0,"1,000,000"
73,Sunnet Corporation,\,"1,000,000",0,0,0,"1,000,000"
74,"Hitachi, Ltd.",\,"1,000,000",0,0,0,"1,000,000"
75,System Dynamics Inc.,\,"1,000,000",0,0,0,"1,000,000"
76,"Chori Co., LTD.",\,"1,000,000",0,0,0,"1,000,000"
77,Jichi Medical University,\,"1,000,000",0,0,0,"1,000,000"
78,"UKnet, Inc.",\,"1,000,000",0,0,0,"1,000,000"
79,"CIJ Next Co., Ltd.",\,"1,000,000",0,0,0,"1,000,000"
80,"ICS Co.,Ltd.",\,"1,000,000",0,0,0,"1,000,000"
81,"Hitachi Procurement Service Co., Ltd.",\,"1,000,000",0,0,0,"1,000,000"
82,CME,\,"1,000,000",0,0,0,"1,000,000"
83,"Van Data System Co., Ltd.",\,"1,000,000",0,0,0,"1,000,000"
84,MAIN CORPORATION,\,"1,000,000",0,0,0,"1,000,000"
85,Kansai Univ. of Welfare Sciences Takahasi Lab.,\,"1,000,000",0,0,0,"1,000,000"
86,MEDIPLUS,\,"1,000,000",0,0,0,"1,000,000"
87,"Systembit Co., Ltd.",\,"1,000,000",0,0,0,"1,000,000"
88,Sophia Inc.,\,"1,000,000",0,0,0,"1,000,000"
89,Torem Corporation,\,"1,000,000",0,0,0,"1,000,000"
90,TAIYO SYSTEM,\,"1,000,000",0,0,0,"1,000,000"
91,"SATT, Inc.",\,"1,000,000",0,0,0,"1,000,000"
92,Medical Front Corporation,\,"1,000,000",0,0,0,"1,000,000"
93,Seafic Software Corporation,\,"1,000,000",0,0,0,"1,000,000"
94,"NTT EAST-YAMAGATA Co., Ltd.",\,"1,000,000",0,0,0,"1,000,000"
95,Win Medical Support Center Inc.,\,"1,000,000",0,0,0,"1,000,000"
96,Joint System,\,"1,000,000",0,0,0,"1,000,000"
97,TRUST BRAIN INC.,\,"1,000,000",0,0,0,"1,000,000"
98,SUN SYSTEM Corporation,\,"1,000,000",0,0,0,"1,000,000"
99,"Roops, Inc.",\,"1,000,000",0,0,0,"1,000,000"
100,"QualiTech, Inc.",\,"1,000,000",0,0,0,"1,000,000"
101,"MED-1Asia Co., Ltd.",\,"1,000,000",0,0,0,"1,000,000"
102,"Plus-A Co., Ltd",\,"1,000,000",0,0,0,"1,000,000"
103,Eiwa,\,"1,000,000",0,0,0,"1,000,000"
