49,"Infolerk co., ltd.","1,000,000",0,0,0,0,"1,000,000"
50,"SYSTEX Co., LTD.","1,000,000",0,0,0,0,"1,000,000"
51,"Nippon Express Co., Ltd.","1,000,000",0,0,0,0,"1,000,000"
52,Nakamura System Planning Office,"1,000,000",0,0,0,0,"1,000,000"
53,"Sanyodo Books Co., Ltd.","1,000,000",0,0,0,0,"1,000,000"
54,Medical Front Corporation,"1,000,000",0,0,0,0,"1,000,000"
55,Joint System,"1,000,000",0,0,0,0,"1,000,000"
56,"Nihon Soft Technology Co., Ltd.","1,000,000",0,0,0,0,"1,000,000"
57,System Dynamics Inc.,"1,000,000",0,0,0,0,"1,000,000"
58,M-tone,"1,000,000",0,0,0,0,"1,000,000"
59,Rikei Corporation,"1,000,000",0,0,0,0,"1,000,000"
60,E-Melon Solutions,"1,000,000",0,0,0,0,"1,000,000"
61,"SATT, Inc.","1,000,000",0,0,0,0,"1,000,000"
62,Shimizu Syntec Corporation,"1,000,000",0,0,0,0,"1,000,000"
63,TSR,"1,000,000",0,0,0,0,"1,000,000"
64,"WISEMAN Co.,Ltd.","1,000,000",0,0,0,0,"1,000,000"
65,"Solcom, Inc.","1,000,000",0,0,0,0,"1,000,000"
66,"Nippon Truck Co., Ltd.","1,000,000",0,0,0,0,"1,000,000"
67,"KYUSYU BUSINESS CO., LTD.","1,000,000",0,0,0,0,"1,000,000"
68,TOPPAN M&I LTD.,"1,000,000",0,0,0,0,"1,000,000"
69,Inter Software Inc.,"1,000,000",0,0,0,0,"1,000,000"
70,"UKnet, Inc.","1,000,000",0,0,0,0,"1,000,000"
71,"Chori Co., LTD.","1,000,000",0,0,0,0,"1,000,000"
72,"Medical Data Vision Co., Ltd.","1,000,000",0,0,0,0,"1,000,000"
73,SUN SYSTEM Corporation,"1,000,000",0,0,0,0,"1,000,000"
74,Avancer,"1,000,000",0,0,0,0,"1,000,000"
75,"Technical Software Consultant, INC.","1,000,000",0,0,0,0,"1,000,000"
76,ARI,"1,000,000",0,0,0,0,"1,000,000"
77,"Shin Nippon Biomedical Laboratories, Ltd.","1,000,000",0,0,0,0,"1,000,000"
78,"TOYO SYSTEM CO., LTD.","1,000,000",0,0,0,0,"1,000,000"
79,AGREX INC.,"1,000,000",0,0,0,0,"1,000,000"
80,Nagoya University,"1,000,000",0,0,0,0,"1,000,000"
81,"MED-1Asia Co., Ltd.","1,000,000",0,0,0,0,"1,000,000"
82,"Mediceo Paltac Holdings Co., Ltd.","1,000,000",0,0,0,0,"1,000,000"
83,Sophia Inc.,"1,000,000",0,0,0,0,"1,000,000"
84,Yamaguchi University,"1,000,000",0,0,0,0,"1,000,000"
85,"Peak Consulting Group Co., Ltd.","1,000,000",0,0,0,0,"1,000,000"
86,Torem Corporation,"1,000,000",0,0,0,0,"1,000,000"
87,"COSMO MEDICAL SYSTEM CO., LTD.","1,000,000",0,0,0,0,"1,000,000"
88,Kurume University,"1,000,000",0,0,0,0,"1,000,000"
89,SET Software Corporation,"1,000,000",0,0,0,0,"1,000,000"
90,Planet Corp.,"1,000,000",0,0,0,0,"1,000,000"
91,"CIJ Next Co.,Ltd.","1,000,000",0,0,0,0,"1,000,000"
92,Splend Research,"1,000,000",0,0,0,0,"1,000,000"
93,"Joho Systems, LLC","1,000,000",0,0,0,0,"1,000,000"
94,"NTT EAST-YAMAGATA Co., Ltd.","1,000,000",0,0,0,0,"1,000,000"
95,DENSEISHA,"1,000,000",0,0,0,0,"1,000,000"
96,"IBS Co., Ltd.","1,000,000",0,0,0,0,"1,000,000"
97,Eiwa,"1,000,000",0,0,0,0,"1,000,000"
98,TAIYO SYSTEM,"1,000,000",0,0,0,0,"1,000,000"
99,Seafic Software Corporation,"1,000,000",0,0,0,0,"1,000,000"
100,"KAMIJO MEDICAL INSTRUMENTS, INC.","1,000,000",0,0,0,0,"1,000,000"
101,TRUST BRAIN INC.,"1,000,000",0,0,0,0,"1,000,000"
102,Advanced Industrial Science and Technology,"1,000,000",0,0,0,0,"1,000,000"
103,"Roops, Inc.","1,000,000",0,0,0,0,"1,000,000"
104,"QualiTech, Inc.","1,000,000",0,0,0,0,"1,000,000"
105,Win Medical Support Center Inc.,"1,000,000",0,0,0,0,"1,000,000"
106,"Plus-A Co., Ltd","1,000,000",0,0,0,0,"1,000,000"
107,"Knowledge Works, Inc.","1,000,000",0,0,0,0,"1,000,000"
108,Sodachi Hoikuen,"1,000,000",0,0,0,0,"1,000,000"
