42,Environmental Research Inst. Inc.,"2,000,000",0,0,0,"2,000,000"
43,"IC-Solutions.Co.,Ltd","2,000,000",0,0,0,"2,000,000"
44,"ZECT, Inc.","1,000,000",0,0,0,"1,000,000"
45,"Hitachi, Ltd.","1,000,000",0,0,0,"1,000,000"
46,"UNIADEX, Ltd.","1,000,000",0,0,0,"1,000,000"
47,"Nihon Soft Technology Co., Ltd.","1,000,000",0,0,0,"1,000,000"
48,TRUST BRAIN INC.,"1,000,000",0,0,0,"1,000,000"
49,"ADWIC Co., Ltd.","1,000,000",0,0,0,"1,000,000"
50,Hokkaido University,"1,000,000",0,0,0,"1,000,000"
51,"TOKAI-SOFT Co., Ltd.","1,000,000",0,0,0,"1,000,000"
52,Japan Association of Medical Informatics,"1,000,000",0,0,0,"1,000,000"
53,M-tone,"1,000,000",0,0,0,"1,000,000"
54,AGREX INC.,"1,000,000",0,0,0,"1,000,000"
55,MAIN CORPORATION,"1,000,000",0,0,0,"1,000,000"
56,"Peak Consulting Group Co., Ltd.","1,000,000",0,0,0,"1,000,000"
57,Medical IT Laboratory,"1,000,000",0,0,0,"1,000,000"
58,Gunma University Hospital,"1,000,000",0,0,0,"1,000,000"
59,TAIYO SYSTEM,"1,000,000",0,0,0,"1,000,000"
60,"Technical Software Consultant, INC.","1,000,000",0,0,0,"1,000,000"
61,Avancer,"1,000,000",0,0,0,"1,000,000"
62,"Hitachi Procurement Service Co., Ltd.","1,000,000",0,0,0,"1,000,000"
63,Big Valley International Inc.,"1,000,000",0,0,0,"1,000,000"
64,MVB,"1,000,000",0,0,0,"1,000,000"
65,"NEC Solution Innovators, Ltd.","1,000,000",0,0,0,"1,000,000"
66,Shimizu Syntec Corporation,"1,000,000",0,0,0,"1,000,000"
67,"Duarcanum, Inc.","1,000,000",0,0,0,"1,000,000"
68,NewLib. Co.,"1,000,000",0,0,0,"1,000,000"
69,"Chori Co., LTD.","1,000,000",0,0,0,"1,000,000"
70,"UKnet, Inc.","1,000,000",0,0,0,"1,000,000"
71,"CIJ Next Co., Ltd.","1,000,000",0,0,0,"1,000,000"
72,Tokyo Healthcare University,"1,000,000",0,0,0,"1,000,000"
73,DENSEISHA,"1,000,000",0,0,0,"1,000,000"
74,CKS,"1,000,000",0,0,0,"1,000,000"
75,"Van Data System Co., Ltd.","1,000,000",0,0,0,"1,000,000"
76,System Dynamics Inc.,"1,000,000",0,0,0,"1,000,000"
77,Keyware Solutions Inc.,"1,000,000",0,0,0,"1,000,000"
78,"Bits Co., Ltd.","1,000,000",0,0,0,"1,000,000"
79,NEC Corporation,"1,000,000",0,0,0,"1,000,000"
80,exscion Inc.,"1,000,000",0,0,0,"1,000,000"
81,Torem Corporation,"1,000,000",0,0,0,"1,000,000"
82,Next Arise,"1,000,000",0,0,0,"1,000,000"
83,Hiroshima Red Cross Hospital & Atomatic-Bomb Survivors Hospital,"1,000,000",0,0,0,"1,000,000"
84,"SATT, Inc.","1,000,000",0,0,0,"1,000,000"
85,Seafic Software Corporation,"1,000,000",0,0,0,"1,000,000"
86,Sunnet Corporation,"1,000,000",0,0,0,"1,000,000"
87,Win Medical Support Center Inc.,"1,000,000",0,0,0,"1,000,000"
88,Joint System,"1,000,000",0,0,0,"1,000,000"
89,SUN SYSTEM Corporation,"1,000,000",0,0,0,"1,000,000"
90,"Roops, Inc.","1,000,000",0,0,0,"1,000,000"
91,"QualiTech, Inc.","1,000,000",0,0,0,"1,000,000"
92,"MED-1Asia Co., Ltd.","1,000,000",0,0,0,"1,000,000"
93,"Plus-A Co., Ltd","1,000,000",0,0,0,"1,000,000"
