39,"Technical Software Consultant, INC.","1,000,000",0,0,0,0,"1,000,000"
40,"Macros Japan, Inc.","1,000,000",0,0,0,0,"1,000,000"
41,Fujitsu Social Science Laboratory Ltd.,"1,000,000",0,0,0,0,"1,000,000"
42,Japan Association of Medical Informatics,"1,000,000",0,0,0,0,"1,000,000"
43,"Infolerk co., ltd.","1,000,000",0,0,0,0,"1,000,000"
44,M-tone,"1,000,000",0,0,0,0,"1,000,000"
45,"CIJ Next Co.,Ltd.","1,000,000",0,0,0,0,"1,000,000"
46,"ADWIC Co., Ltd.","1,000,000",0,0,0,0,"1,000,000"
47,"Duarcanum, Inc.","1,000,000",0,0,0,0,"1,000,000"
48,MVB,"1,000,000",0,0,0,0,"1,000,000"
49,Fixstars Corporation,"1,000,000",0,0,0,0,"1,000,000"
50,Medical Front Corporation,"1,000,000",0,0,0,0,"1,000,000"
51,Inter Software Inc.,"1,000,000",0,0,0,0,"1,000,000"
52,"Sanyodo Books Co., Ltd.","1,000,000",0,0,0,0,"1,000,000"
53,Big Valley International Inc.,"1,000,000",0,0,0,0,"1,000,000"
54,CME,"1,000,000",0,0,0,0,"1,000,000"
55,Dokkyo Medical University,"1,000,000",0,0,0,0,"1,000,000"
56,NITTSU TRANSPORT,"1,000,000",0,0,0,0,"1,000,000"
57,Shimizu Syntec Corporation,"1,000,000",0,0,0,0,"1,000,000"
58,System Dynamics Inc.,"1,000,000",0,0,0,0,"1,000,000"
59,Joint System,"1,000,000",0,0,0,0,"1,000,000"
60,Tokai University School of Medicine,"1,000,000",0,0,0,0,"1,000,000"
61,"UKnet, Inc.","1,000,000",0,0,0,0,"1,000,000"
62,"Chori Co., LTD.","1,000,000",0,0,0,0,"1,000,000"
63,MEDICEO CORPORATION,"1,000,000",0,0,0,0,"1,000,000"
64,"Nihon Soft Technology Co., Ltd.","1,000,000",0,0,0,0,"1,000,000"
65,Seafic Software Corporation,"1,000,000",0,0,0,0,"1,000,000"
66,"Bits Co., Ltd.","1,000,000",0,0,0,0,"1,000,000"
67,DENSEISHA,"1,000,000",0,0,0,0,"1,000,000"
68,SUN SYSTEM Corporation,"1,000,000",0,0,0,0,"1,000,000"
69,Avancer,"1,000,000",0,0,0,0,"1,000,000"
70,"SYSTEX Co., LTD.","1,000,000",0,0,0,0,"1,000,000"
71,Sophia Inc.,"1,000,000",0,0,0,0,"1,000,000"
72,AGREX INC.,"1,000,000",0,0,0,0,"1,000,000"
73,"Peak Consulting Group Co., Ltd.","1,000,000",0,0,0,0,"1,000,000"
74,Torem Corporation,"1,000,000",0,0,0,0,"1,000,000"
75,"Medical Engineering Institute, Inc.","1,000,000",0,0,0,0,"1,000,000"
76,"COSMO MEDICAL SYSTEM CO., LTD.","1,000,000",0,0,0,0,"1,000,000"
77,Jichi Medical University,"1,000,000",0,0,0,0,"1,000,000"
78,"WISEMAN Co.,Ltd.","1,000,000",0,0,0,0,"1,000,000"
79,SET Software Corporation,"1,000,000",0,0,0,0,"1,000,000"
80,"CSI CO., LTD.","1,000,000",0,0,0,0,"1,000,000"
81,Polytechnic University,"1,000,000",0,0,0,0,"1,000,000"
82,TAIYO SYSTEM,"1,000,000",0,0,0,0,"1,000,000"
83,"SATT, Inc.","1,000,000",0,0,0,0,"1,000,000"
84,"NTT EAST-YAMAGATA Co., Ltd.","1,000,000",0,0,0,0,"1,000,000"
85,Heiikukai,"1,000,000",0,0,0,0,"1,000,000"
86,Eiwa,"1,000,000",0,0,0,0,"1,000,000"
87,TRUST BRAIN INC.,"1,000,000",0,0,0,0,"1,000,000"
88,Brother Health Insurance Society,"1,000,000",0,0,0,0,"1,000,000"
89,Planet Corp.,"1,000,000",0,0,0,0,"1,000,000"
90,"Roops, Inc.","1,000,000",0,0,0,0,"1,000,000"
91,"QualiTech, Inc.","1,000,000",0,0,0,0,"1,000,000"
92,"MED-1Asia Co., Ltd.","1,000,000",0,0,0,0,"1,000,000"
93,Win Medical Support Center Inc.,"1,000,000",0,0,0,0,"1,000,000"
94,Idai Service Inc.,"1,000,000",0,0,0,0,"1,000,000"
95,Tokyo Healthcare University,"1,000,000",0,0,0,0,"1,000,000"
96,"Plus-A Co., Ltd","1,000,000",0,0,0,0,"1,000,000"
97,"Knowledge Works, Inc.","1,000,000",0,0,0,0,"1,000,000"
98,E-Melon Solutions,"1,000,000",0,0,0,0,"1,000,000"
