32,"Japan DynaSystems, Inc.","5,000,000",0,0,0,"5,000,000"
33,"ZECT, Inc.","5,000,000",0,0,0,"5,000,000"
34,AstroStage Inc.,"5,000,000",0,0,0,"5,000,000"
35,"Digital Office.Co., Ltd.","5,000,000",0,0,0,"5,000,000"
36,CKS,"5,000,000",0,0,0,"5,000,000"
37,"VENDOR SERVICE CO., LTD.","2,000,000",0,0,0,"2,000,000"
38,"Computer Applicationware Laboratory Co., Ltd.","2,000,000",0,0,0,"2,000,000"
39,"NST Globalist, Inc.","2,000,000",0,0,0,"2,000,000"
40,Soka University,"2,000,000",0,0,0,"2,000,000"
41,Fujitsu Social Science Laboratory Ltd.,"2,000,000",0,0,0,"2,000,000"
42,Joint System,"2,000,000",0,0,0,"2,000,000"
43,transcosmos inc.,"2,000,000",0,0,0,"2,000,000"
44,Avancer,"1,000,000",0,0,0,"1,000,000"
45,"Nippon Software Service CO., LTD.","1,000,000",0,0,0,"1,000,000"
46,Inter Software Inc.,"1,000,000",0,0,0,"1,000,000"
47,"Infolerk co., ltd.","1,000,000",0,0,0,"1,000,000"
48,Japan Association of Medical Informatics,"1,000,000",0,0,0,"1,000,000"
49,M-tone,"1,000,000",0,0,0,"1,000,000"
50,"Chuo Denshi Kougaku Co., Ltd.","1,000,000",0,0,0,"1,000,000"
51,"TOKAI-SOFT Co., Ltd.","1,000,000",0,0,0,"1,000,000"
52,Big Valley International Inc.,"1,000,000",0,0,0,"1,000,000"
53,"ADWIC Co., Ltd.","1,000,000",0,0,0,"1,000,000"
54,"DAN-TEC CO., LTD.","1,000,000",0,0,0,"1,000,000"
55,National Cerebral and Cardiovascular Center,"1,000,000",0,0,0,"1,000,000"
56,"WISEMAN Co.,Ltd.","1,000,000",0,0,0,"1,000,000"
57,"Nippon Jimuki CO., LTD.","1,000,000",0,0,0,"1,000,000"
58,Techno Quartz Inc.,"1,000,000",0,0,0,"1,000,000"
59,"Kirara Digital Co., Ltd.","1,000,000",0,0,0,"1,000,000"
60,"Nihon Soft Technology Co., Ltd.","1,000,000",0,0,0,"1,000,000"
61,Kobe City Medical Center General Hospital,"1,000,000",0,0,0,"1,000,000"
62,"Technical Software Consultant, INC.","1,000,000",0,0,0,"1,000,000"
63,MVB,"1,000,000",0,0,0,"1,000,000"
64,"Peak Consulting Group Co., Ltd.","1,000,000",0,0,0,"1,000,000"
65,Shimizu Syntec Corporation,"1,000,000",0,0,0,"1,000,000"
66,System Dynamics Inc.,"1,000,000",0,0,0,"1,000,000"
67,"UKnet, Inc.","1,000,000",0,0,0,"1,000,000"
68,"Chori Co., LTD.","1,000,000",0,0,0,"1,000,000"
69,Fixstars Corporation,"1,000,000",0,0,0,"1,000,000"
70,"CIJ Next Co., Ltd.","1,000,000",0,0,0,"1,000,000"
71,CME,"1,000,000",0,0,0,"1,000,000"
72,DENSEISHA,"1,000,000",0,0,0,"1,000,000"
73,"Van Data System Co., Ltd.","1,000,000",0,0,0,"1,000,000"
74,SUN SYSTEM Corporation,"1,000,000",0,0,0,"1,000,000"
75,PRO&BSC Inc.,"1,000,000",0,0,0,"1,000,000"
76,"Duarcanum, Inc.","1,000,000",0,0,0,"1,000,000"
77,Win Medical Support Center Inc.,"1,000,000",0,0,0,"1,000,000"
78,"SYSTEX Co., LTD.","1,000,000",0,0,0,"1,000,000"
79,Sophia Inc.,"1,000,000",0,0,0,"1,000,000"
80,AGREX INC.,"1,000,000",0,0,0,"1,000,000"
81,Torem Corporation,"1,000,000",0,0,0,"1,000,000"
82,TAIYO SYSTEM,"1,000,000",0,0,0,"1,000,000"
83,"SATT, Inc.","1,000,000",0,0,0,"1,000,000"
84,Medical Front Corporation,"1,000,000",0,0,0,"1,000,000"
85,Seafic Software Corporation,"1,000,000",0,0,0,"1,000,000"
86,"NTT EAST-YAMAGATA Co., Ltd.","1,000,000",0,0,0,"1,000,000"
87,Eiwa,"1,000,000",0,0,0,"1,000,000"
88,"Bits Co., Ltd.","1,000,000",0,0,0,"1,000,000"
89,TRUST BRAIN INC.,"1,000,000",0,0,0,"1,000,000"
90,Yokohama Silver Plaza,"1,000,000",0,0,0,"1,000,000"
91,Planet Corp.,"1,000,000",0,0,0,"1,000,000"
92,"Roops, Inc.","1,000,000",0,0,0,"1,000,000"
93,"QualiTech, Inc.","1,000,000",0,0,0,"1,000,000"
94,"MED-1Asia Co., Ltd.","1,000,000",0,0,0,"1,000,000"
95,"Plus-A Co., Ltd","1,000,000",0,0,0,"1,000,000"
96,"Knowledge Works, Inc.","1,000,000",0,0,0,"1,000,000"
97,SET Software Corporation,"1,000,000",0,0,0,"1,000,000"
