35,Canon Argus Logic Inc.,\,"3,000,000",0,0,0,"3,000,000"
36,BizBase Inc.,\,"3,000,000",0,0,0,"3,000,000"
37,PSP Corporation,\,"3,000,000",0,0,0,"3,000,000"
38,CKS,\,"3,000,000",0,0,0,"3,000,000"
39,"Medical-i, Inc.",\,"3,000,000",0,0,0,"3,000,000"
40,transcosmos inc.,\,"2,000,000",0,0,0,"2,000,000"
41,Gunma University Hospital,\,"2,000,000",0,0,0,"2,000,000"
42,Soka University,\,"2,000,000",0,0,0,"2,000,000"
43,"Nippon Access, Inc.",\,"2,000,000",0,0,0,"2,000,000"
44,"COSMO MEDICAL SYSTEM CO., LTD.",\,"2,000,000",0,0,0,"2,000,000"
45,"NST Globalist, Inc.",\,"2,000,000",0,0,0,"2,000,000"
46,TAIYO SYSTEM,\,"2,000,000",0,0,0,"2,000,000"
47,"MAPSYSTEM Co., Ltd",\,"2,000,000",0,0,0,"2,000,000"
48,"Systembit Co., Ltd.",\,"2,000,000",0,0,0,"2,000,000"
49,"Hitachi, Ltd.",\,"2,000,000",0,0,0,"2,000,000"
50,Chiba Foundation for Health Promotion & Disease Prevention,\,"2,000,000",0,0,0,"2,000,000"
51,"IC-Solutions.Co.,Ltd",\,"2,000,000",0,0,0,"2,000,000"
52,TRUST BRAIN INC.,\,"1,000,000",0,0,0,"1,000,000"
53,"HOKUYU MEDICS Co.,Ltd.",\,"1,000,000",0,0,0,"1,000,000"
54,"ZECT, Inc.",\,"1,000,000",0,0,0,"1,000,000"
55,Olympus Corporation,\,"1,000,000",0,0,0,"1,000,000"
56,NTT DATA TOKAI CORPORATION,\,"1,000,000",0,0,0,"1,000,000"
57,Environmental Research Inst. Inc.,\,"1,000,000",0,0,0,"1,000,000"
58,"Nihon Soft Technology Co., Ltd.",\,"1,000,000",0,0,0,"1,000,000"
59,M-tone,\,"1,000,000",0,0,0,"1,000,000"
60,Tohoku University Hospital,\,"1,000,000",0,0,0,"1,000,000"
61,Club Tourism International Inc.,\,"1,000,000",0,0,0,"1,000,000"
62,"ADWIC Co., Ltd.",\,"1,000,000",0,0,0,"1,000,000"
63,"Technical Software Consultant, INC.",\,"1,000,000",0,0,0,"1,000,000"
64,TIS Inc.,\,"1,000,000",0,0,0,"1,000,000"
65,D.A.Consortium Inc.,\,"1,000,000",0,0,0,"1,000,000"
66,NTT DATA TERANOS CORPORATION,\,"1,000,000",0,0,0,"1,000,000"
67,"Next Energy & Resources Co., Ltd.",\,"1,000,000",0,0,0,"1,000,000"
68,Japan Association of Medical Informatics,\,"1,000,000",0,0,0,"1,000,000"
69,"Peak Consulting Group Co., Ltd.",\,"1,000,000",0,0,0,"1,000,000"
70,"Duarcanum, Inc.",\,"1,000,000",0,0,0,"1,000,000"
71,Chuo University,\,"1,000,000",0,0,0,"1,000,000"
72,NS Solutions Corporation,\,"1,000,000",0,0,0,"1,000,000"
73,Sanritsu,\,"1,000,000",0,0,0,"1,000,000"
74,UPCROSS Inc.,\,"1,000,000",0,0,0,"1,000,000"
75,"UKnet, Inc.",\,"1,000,000",0,0,0,"1,000,000"
76,Tokyo Healthcare University,\,"1,000,000",0,0,0,"1,000,000"
77,MVB,\,"1,000,000",0,0,0,"1,000,000"
78,"CIJ Next Co., Ltd.",\,"1,000,000",0,0,0,"1,000,000"
79,Medical IT Laboratory,\,"1,000,000",0,0,0,"1,000,000"
80,Torem Corporation,\,"1,000,000",0,0,0,"1,000,000"
81,"LEAD Co., Ltd.",\,"1,000,000",0,0,0,"1,000,000"
82,The University of Tokyo,\,"1,000,000",0,0,0,"1,000,000"
83,SET Software Corporation,\,"1,000,000",0,0,0,"1,000,000"
84,"OTSUKA PHARMACEUTICALS CO., LTD.",\,"1,000,000",0,0,0,"1,000,000"
85,"SATT, Inc.",\,"1,000,000",0,0,0,"1,000,000"
86,DENSEISHA,\,"1,000,000",0,0,0,"1,000,000"
87,Japan College of Rheumatology,\,"1,000,000",0,0,0,"1,000,000"
88,SUN SYSTEM Corporation,\,"1,000,000",0,0,0,"1,000,000"
89,Okazaki City Medical Association,\,"1,000,000",0,0,0,"1,000,000"
90,"QualiTech, Inc.",\,"1,000,000",0,0,0,"1,000,000"
