40,"N-System Co., Ltd.","1,000,000",0,0,0,0,"1,000,000"
41,"Nittsu Information Systems Co., Ltd.","1,000,000",0,0,0,0,"1,000,000"
42,"Nippon Express Co., Ltd.","1,000,000",0,0,0,0,"1,000,000"
43,"Computer Applicationware Laboratory Co., Ltd.","1,000,000",0,0,0,0,"1,000,000"
44,"Systemgiken Co., Ltd.","1,000,000",0,0,0,0,"1,000,000"
45,"NIWS Medical System Co., Ltd.","1,000,000",0,0,0,0,"1,000,000"
46,SYSMEX CORPORATION,"1,000,000",0,0,0,0,"1,000,000"
47,DENSEISHA,"1,000,000",0,0,0,0,"1,000,000"
48,ARI,"1,000,000",0,0,0,0,"1,000,000"
49,"Sanyodo Books Co., Ltd.","1,000,000",0,0,0,0,"1,000,000"
50,"Digital Office.Co., Ltd.","1,000,000",0,0,0,0,"1,000,000"
51,Shimizu Syntec Corporation,"1,000,000",0,0,0,0,"1,000,000"
52,"Mediceo Paltac Holdings Co., Ltd.","1,000,000",0,0,0,0,"1,000,000"
53,"COSMO MEDICAL SYSTEM CO., LTD.","1,000,000",0,0,0,0,"1,000,000"
54,"NIWS Co., Ltd.","1,000,000",0,0,0,0,"1,000,000"
55,"Potato Software, Inc.","1,000,000",0,0,0,0,"1,000,000"
56,"KAMIJO MEDICAL INSTRUMENTS, INC.","1,000,000",0,0,0,0,"1,000,000"
57,"QualiTech, Inc.","1,000,000",0,0,0,0,"1,000,000"
58,"Sumitomo Electric System Solutions Co., Ltd.","1,000,000",0,0,0,0,"1,000,000"
59,M-tone,"1,000,000",0,0,0,0,"1,000,000"
60,NewLib. Co.,"1,000,000",0,0,0,0,"1,000,000"
61,"TKU CO., LTD.","100,000",0,0,0,0,"100,000"
62,"Ryobi Systems Co., Ltd.","100,000",0,0,0,0,"100,000"
63,Inter Software Inc.,"100,000",0,0,0,0,"100,000"
64,"RICOH TECHNOSYSTEMS Co., LTD.","100,000",0,0,0,0,"100,000"
65,"NTT EAST-YAMAGATA Co., Ltd.","100,000",0,0,0,0,"100,000"
66,"UKnet, Inc.","100,000",0,0,0,0,"100,000"
67,"Infolerk co., ltd.","100,000",0,0,0,0,"100,000"
68,"IBS Co., Ltd.","100,000",0,0,0,0,"100,000"
69,Bell Capsule Takasaki,"100,000",0,0,0,0,"100,000"
70,"Roops, Inc.","100,000",0,0,0,0,"100,000"
71,Japan Systems Create Co.,"100,000",0,0,0,0,"100,000"
72,"Hikida Sangyo Co., Ltd.","100,000",0,0,0,0,"100,000"
73,"Technical Software Consultant, INC.","100,000",0,0,0,0,"100,000"
74,SUN SYSTEM Corporation,"100,000",0,0,0,0,"100,000"
75,Big Valley International Inc.,"100,000",0,0,0,0,"100,000"
76,"Nippon Truck Co., Ltd.","100,000",0,0,0,0,"100,000"
77,"Furuno Electric Co., Ltd.","100,000",0,0,0,0,"100,000"
78,Fujishoji Co.Ltd,"100,000",0,0,0,0,"100,000"
79,transcosmos inc.,"100,000",0,0,0,0,"100,000"
80,SET Software Corporation,"100,000",0,0,0,0,"100,000"
81,Techno Management Solutions Ltd.,"100,000",0,0,0,0,"100,000"
82,"Nihon Soft Technology Co., Ltd.","100,000",0,0,0,0,"100,000"
83,Torem Corporation,"100,000",0,0,0,0,"100,000"
84,UNIADEX Ltd.,"100,000",0,0,0,0,"100,000"
85,WellDone System Inc.,"100,000",0,0,0,0,"100,000"
86,Eiwa,"100,000",0,0,0,0,"100,000"
87,ATMC Inc.,"100,000",0,0,0,0,"100,000"
88,"HONDA R&D Co., Ltd. - Wako R&D Center","100,000",0,0,0,0,"100,000"
89,"Panasonic Electronic Devices Co., Ltd.","100,000",0,0,0,0,"100,000"
90,"CIJ Next Co.,Ltd.","100,000",0,0,0,0,"100,000"
91,NTT DATA SEKISUI SYSTEMS CORPORATION,"100,000",0,0,0,0,"100,000"
92,Seafic Software Corporation,"100,000",0,0,0,0,"100,000"
93,DM Research Center Corporation,"100,000",0,0,0,0,"100,000"
94,TRUST BRAIN INC.,"100,000",0,0,0,0,"100,000"
95,T&S Research Inc.,"100,000",0,0,0,0,"100,000"
96,"Van Data System Co., Ltd.","100,000",0,0,0,0,"100,000"
97,Auctech Inc.,"100,000",0,0,0,0,"100,000"
98,FUJITSU SUPPORT AND SERVICE INC.,"100,000",0,0,0,0,"100,000"
99,INFOCOM CORPORATION,"100,000",0,0,0,0,"100,000"
100,"ROCKY Co., Ltd.","100,000",0,0,0,0,"100,000"
101,Keio University Media Center Head Office,"100,000",0,0,0,0,"100,000"
102,IT-Brain Corporation,"100,000",0,0,0,0,"100,000"
103,Planet Corp.,"100,000",0,0,0,0,"100,000"
104,"Plus-A Co., Ltd","100,000",0,0,0,0,"100,000"
105,"Knowledge Works, Inc.","100,000",0,0,0,0,"100,000"
