70,"Duarcanum, Inc.",\,"1,000,000",0,0,0,"1,000,000"
71,"LEAD Co.,Ltd.",\,"1,000,000",0,0,0,"1,000,000"
72,"Chori Co., LTD.",\,"1,000,000",0,0,0,"1,000,000"
73,"UKnet, Inc.",\,"1,000,000",0,0,0,"1,000,000"
74,Tokyo Healthcare University,\,"1,000,000",0,0,0,"1,000,000"
75,"Hitachi Procurement Service Co., Ltd.",\,"1,000,000",0,0,0,"1,000,000"
76,SCAM,\,"1,000,000",0,0,0,"1,000,000"
77,"Medical-i, Inc.",\,"1,000,000",0,0,0,"1,000,000"
78,"Van Data System Co., Ltd.",\,"1,000,000",0,0,0,"1,000,000"
79,"Hitachi Solutions West Japan, Ltd.",\,"1,000,000",0,0,0,"1,000,000"
80,DENSEISHA,\,"1,000,000",0,0,0,"1,000,000"
81,Sunnet Corporation,\,"1,000,000",0,0,0,"1,000,000"
82,Fujishoji Co.Ltd,\,"1,000,000",0,0,0,"1,000,000"
83,"Osaka Kessei Research Laboratories, Inc.",\,"1,000,000",0,0,0,"1,000,000"
84,"SATT, Inc.",\,"1,000,000",0,0,0,"1,000,000"
85,Seafic Software Corporation,\,"1,000,000",0,0,0,"1,000,000"
86,Win Medical Support Center Inc.,\,"1,000,000",0,0,0,"1,000,000"
87,"MEDICINA, Inc.",\,"1,000,000",0,0,0,"1,000,000"
88,AGREX INC.,\,"1,000,000",0,0,0,"1,000,000"
89,SUN SYSTEM Corporation,\,"1,000,000",0,0,0,"1,000,000"
90,"Roops, Inc.",\,"1,000,000",0,0,0,"1,000,000"
91,"QualiTech, Inc.",\,"1,000,000",0,0,0,"1,000,000"
92,"Nittsu Information Systems Co., Ltd.",\,"1,000,000",0,0,0,"1,000,000"
93,System Dynamics Inc.,\,"1,000,000",0,0,0,"1,000,000"
94,Avancer,\,"1,000,000",0,0,0,"1,000,000"
95,Cosmotec Patent Information Systems Inc.,\,"1,000,000",0,0,0,"1,000,000"
